episode,ep_len,ep_reward,ep_mean,ep_std,fps,time_elapsed,total_timesteps,timestamp
348,2048,250.000000,227.070588,42.742015,1134.305964,1.805509,712704,1761983250
349,2048,230.463412,227.363524,42.663810,1516.467763,1.350507,714752,1761983251
350,2048,250.000000,228.056563,42.900016,1081.074618,1.894411,716800,1761983253
351,2048,250.000000,228.478340,43.277364,1150.886926,1.779497,718848,1761983255
352,2048,250.000000,229.082187,43.356090,1460.168723,1.402578,720896,1761983256
353,2048,250.000000,230.162070,43.067878,1124.350675,1.821496,722944,1761983258
354,2048,250.000000,230.752688,43.131574,1178.700540,1.737507,724992,1761983260
355,2048,227.103401,230.294335,42.923877,1630.482819,1.256070,727040,1761983261
356,2048,237.323391,230.700635,42.796004,1175.881540,1.741672,729088,1761983263
357,2048,250.000000,231.524809,42.584467,1145.187342,1.788354,731136,1761983265
358,2048,250.000000,231.669488,42.675899,1446.129107,1.416194,733184,1761983266
359,2048,250.000000,231.403691,42.460104,1237.000893,1.655617,735232,1761983268
360,2048,250.000000,231.764427,42.481239,1223.433849,1.673977,737280,1761983269
361,2048,250.000000,232.990522,41.764087,1627.624155,1.258276,739328,1761983271
362,2048,243.140534,233.539931,41.531977,1154.434951,1.774028,741376,1761983272
363,2048,187.134858,232.631282,41.543315,1046.776852,1.956482,743424,1761983274
364,2048,202.747147,232.261182,41.642922,1652.871389,1.239056,745472,1761983276
365,2048,250.000000,232.061489,41.484725,1129.936980,1.812490,747520,1761983277
366,2048,224.903663,232.273014,41.393662,1115.680534,1.835651,749568,1761983279
367,2048,250.000000,232.621744,41.648474,1647.757832,1.242901,751616,1761983280
368,2048,250.000000,232.864595,41.837126,1175.833574,1.741743,753664,1761983282
369,2048,218.831913,232.770686,41.857974,1220.850667,1.677519,755712,1761983284
370,2048,233.396196,232.967202,41.814296,1268.971504,1.613905,757760,1761983285
371,2048,250.000000,234.832556,38.521534,1695.554060,1.207865,759808,1761983287
372,2048,229.107830,235.218558,38.268006,1225.346608,1.671364,761856,1761983288
373,2048,198.857379,235.496497,37.900207,1121.595100,1.825971,763904,1761983290
374,2048,250.000000,236.140796,37.719984,1720.117800,1.190616,765952,1761983291
375,2048,250.000000,236.336401,37.835480,1245.483940,1.644341,768000,1761983293
376,2048,250.000000,237.520247,36.562989,1199.549697,1.707307,770048,1761983295
377,2048,250.000000,238.493256,36.232316,1456.160520,1.406438,772096,1761983296
378,2048,217.090934,238.852562,35.837990,1127.168039,1.816943,774144,1761983298
379,2048,250.000000,239.590577,35.795114,1151.637737,1.778337,776192,1761983300
380,2048,250.000000,239.510632,35.745439,1651.292851,1.240240,778240,1761983301
381,2048,246.155700,239.265476,35.614717,1138.635810,1.798644,780288,1761983303
382,2048,250.000000,240.133404,35.763582,1177.065034,1.739921,782336,1761983305
383,2048,250.000000,240.030195,35.687790,1626.351755,1.259260,784384,1761983306
384,2048,250.000000,240.405597,35.964339,1141.975123,1.793384,786432,1761983308
385,2048,250.000000,240.365066,35.939526,1046.125930,1.957699,788480,1761983310
386,2048,250.000000,240.353193,35.925914,1518.277817,1.348897,790528,1761983311
387,2048,180.543810,240.260447,36.067947,1054.839884,1.941527,792576,1761983313
388,2048,195.436086,239.661188,36.309081,1130.322966,1.811872,794624,1761983315
389,2048,250.000000,239.463175,36.152551,1513.892153,1.352804,796672,1761983316
390,2048,250.000000,239.976759,36.590659,1047.224017,1.955647,798720,1761983318
391,2048,250.000000,240.388787,36.821371,1056.208369,1.939011,800768,1761983320
392,2048,199.491725,240.207584,36.977270,1413.375171,1.449014,802816,1761983321
393,2048,250.000000,241.047839,36.730974,1023.291994,2.001384,804864,1761983323
394,2048,250.000000,240.889212,36.629867,1047.651504,1.954849,806912,1761983325
395,2048,207.630233,240.480092,36.770310,1366.378838,1.498852,808960,1761983327
396,2048,183.927169,239.556517,37.018447,989.054866,2.070664,811008,1761983329
397,2048,228.085665,239.131722,36.903732,1487.759679,1.376566,813056,1761983330
398,2048,222.802881,240.137054,35.028186,1042.614693,1.964292,815104,1761983332
399,2048,250.000000,240.784740,34.695555,1030.385149,1.987606,817152,1761983334
400,2048,250.000000,241.540628,34.885455,1381.201399,1.482767,819200,1761983336
400,2048,287.697377,137.693488,125.903378,,600.763567,2048,1761983336
401,2048,250.000000,241.849214,35.107163,1026.645734,1.994846,821248,1761983338
402,2048,242.277368,242.478814,34.540064,1203.269246,1.702030,823296,1761983339
403,2048,250.000000,242.349917,34.455529,1619.546356,1.264552,825344,1761983341
404,2048,227.453213,242.373134,34.444700,1157.248749,1.769715,827392,1761983342
405,2048,250.000000,242.880381,34.274016,1182.176522,1.732398,829440,1761983344
406,2048,188.264407,242.071377,34.597312,1531.601984,1.337162,831488,1761983345
407,2048,155.206270,241.256393,35.657780,1140.782927,1.795258,833536,1761983347
408,2048,137.600416,239.835697,36.907295,1187.741555,1.724281,835584,1761983349
409,2048,170.752320,238.781054,37.356734,185.214465,11.057452,837632,1761983360
410,2048,186.245530,238.129508,37.697592,2047999999999.999756,0.000000,839680,1761983352
411,2048,205.485956,237.484287,37.698617,1175.148631,1.742758,841728,1761983354
412,2048,250.000000,238.687601,36.173916,1199.486213,1.707398,843776,1761983355
413,2048,241.288803,239.611009,35.031916,1692.459218,1.210073,845824,1761983357
414,2048,250.000000,240.950749,33.291104,1218.600870,1.680616,847872,1761983358
415,2048,245.193477,241.328793,33.122060,1220.063593,1.678601,849920,1761983360
416,2048,250.000000,242.090219,32.599656,1699.649401,1.204954,851968,1761983361
417,2048,250.000000,242.658408,32.930352,1152.700358,1.776698,854016,1761983363
418,2048,250.000000,242.775832,32.969620,1098.243078,1.864797,856064,1761983365
419,2048,250.000000,242.927992,33.078342,1606.812223,1.274573,858112,1761983366
420,2048,250.000000,243.679038,33.163290,1146.044634,1.787016,860160,1761983368
421,2048,250.000000,243.929736,33.330716,1102.001410,1.858437,862208,1761983370
422,2048,240.122154,243.615718,33.216992,1522.016085,1.345584,864256,1761983371
423,2048,192.575513,243.095500,33.602669,1006.405025,2.034966,866304,1761983373
424,2048,250.000000,243.534446,33.532542,1053.263098,1.944433,868352,1761983375
425,2048,250.000000,243.913268,33.541035,1386.981328,1.476588,870400,1761983376
426,2048,229.125044,244.034040,33.465742,1061.201080,1.929889,872448,1761983378
427,2048,250.000000,243.874006,33.334018,1080.165976,1.896005,874496,1761983380
428,2048,231.280140,243.545456,33.294589,1492.165048,1.372502,876544,1761983382
429,2048,250.000000,243.498386,33.278953,1048.286160,1.953665,878592,1761983384
430,2048,246.590703,243.573168,33.277415,1111.304902,1.842879,880640,1761983385
431,2048,250.000000,244.334814,33.102373,1545.791886,1.324887,882688,1761983387
432,2048,250.000000,244.387535,33.126074,1006.776229,2.034216,884736,1761983389
433,2048,250.000000,244.505073,33.190115,181.482745,11.284819,886784,1761983400
434,2048,250.000000,245.493130,32.177067,2047999999999.999756,0.000000,888832,1761983392
435,2048,247.192743,245.298724,32.107408,1193.427871,1.716065,890880,1761983394
436,2048,226.747703,245.331606,32.086702,1153.425194,1.775581,892928,1761983395
437,2048,250.000000,245.767411,32.144336,1706.189641,1.200336,894976,1761983397
438,2048,243.150641,245.782106,32.142800,1136.881825,1.801419,897024,1761983398
439,2048,230.747426,245.374483,32.072337,1150.053479,1.780787,899072,1761983400
440,2048,250.000000,245.345709,32.045315,1610.973796,1.271281,901120,1761983402
441,2048,250.000000,245.505517,32.218448,1162.101327,1.762325,903168,1761983403
442,2048,250.000000,245.275587,32.089202,1209.661338,1.693036,905216,1761983405
443,2048,248.767374,245.426891,32.069633,1594.051931,1.284776,907264,1761983406
444,2048,250.000000,246.325365,32.029678,1097.818353,1.865518,909312,1761983408
445,2048,218.854500,246.209200,32.107937,1077.496630,1.900702,911360,1761983410
446,2048,250.000000,246.549997,32.041998,1664.478915,1.230415,913408,1761983411
447,2048,227.961755,246.537125,32.049203,1193.378794,1.716136,915456,1761983413
448,2048,183.387457,245.811771,32.643884,1093.138751,1.873504,917504,1761983415
449,2048,243.411437,245.941251,32.608409,1413.197521,1.449196,919552,1761983416
450,2048,250.000000,246.046829,32.725496,1118.533789,1.830968,921600,1761983418
451,2048,190.976343,245.077531,32.906292,937.060432,2.185558,923648,1761983420
452,2048,210.311718,244.534448,33.027211,1378.399907,1.485781,925696,1761983422
453,2048,183.112761,243.644742,33.468521,1033.838750,1.980967,927744,1761983424
454,2048,219.174425,243.190122,33.489053,180.535729,11.344015,929792,1761983435
455,2048,234.906551,243.268154,33.460558,2047999999999.999756,0.000000,931840,1761983427
456,2048,250.000000,243.434353,33.471891,1128.958923,1.814061,933888,1761983429
457,2048,194.793802,242.768648,33.769343,1180.341245,1.735091,935936,1761983431
458,2048,250.000000,242.868116,33.851503,1673.912142,1.223481,937984,1761983432
459,2048,209.733095,242.437378,33.996033,1183.615684,1.730291,940032,1761983434
460,2048,250.000000,242.546365,34.044300,1197.356789,1.710434,942080,1761983435
461,2048,227.341410,242.129335,33.972502,1584.887145,1.292206,944128,1761983437
462,2048,250.000000,242.230197,33.990322,1106.171310,1.851431,946176,1761983438
463,2048,250.000000,243.180932,33.764859,1133.686040,1.806497,948224,1761983440
464,2048,250.000000,244.013980,33.784642,1608.856569,1.272954,950272,1761983442
465,2048,243.152986,243.894475,33.766335,1340.196511,1.528134,952320,1761983443
466,2048,250.000000,244.431572,33.886936,1183.775862,1.730057,954368,1761983445
467,2048,237.825440,244.007599,33.701202,1487.426577,1.376875,956416,1761983446
468,2048,250.000000,243.745124,33.542631,1163.581674,1.760083,958464,1761983448
469,2048,247.860349,244.035408,33.451256,1132.548708,1.808311,960512,1761983450
470,2048,250.000000,244.584527,33.721710,1453.366395,1.409142,962560,1761983451
471,2048,238.537287,244.407276,33.706443,1266.840269,1.616621,964608,1761983453
472,2048,250.000000,244.734642,33.715233,1115.113801,1.836584,966656,1761983455
473,2048,134.806355,244.094132,35.158239,1755.765012,1.166443,968704,1761983456
474,2048,154.966879,243.069227,36.231233,1260.061254,1.625318,970752,1761983457
475,2048,167.843254,242.064411,36.903978,1226.375613,1.669961,972800,1761983459
476,2048,-250.000000,236.703268,63.690408,185.097762,11.064423,974848,1761983470
477,2048,62.110062,234.581493,65.898925,2047999999999.999756,0.000000,976896,1761983462
478,2048,-250.000000,229.683792,82.998522,1273.982018,1.607558,978944,1761983463
479,2048,130.294612,228.246323,83.461335,1193.283305,1.716273,980992,1761983465
480,2048,53.253134,226.201057,85.200441,1634.573022,1.252927,983040,1761983466
481,2048,231.028142,226.049781,85.178304,1214.536170,1.686240,985088,1761983468
482,2048,81.640787,223.974017,86.137524,1226.855368,1.669308,987136,1761983470
483,2048,250.000000,224.055834,86.176679,1719.183814,1.191263,989184,1761983471
484,2048,248.350633,223.685539,85.991736,1171.527304,1.748145,991232,1761983473
485,2048,250.000000,223.644806,85.975313,1282.430257,1.596968,993280,1761983474
486,2048,250.000000,223.478458,85.880292,1762.188600,1.162191,995328,1761983476
487,2048,250.000000,224.366945,85.891107,1194.383185,1.714693,997376,1761983477
488,2048,225.519759,224.667781,85.841919,1227.907621,1.667878,999424,1761983479
489,2048,250.000000,224.797938,85.902664,1271.504478,1.610690,1001472,1761983481
490,2048,241.662426,224.250306,85.618379,1923.273690,1.064851,1003520,1761983482
491,2048,224.735888,223.684290,85.425987,1270.472976,1.611998,1005568,1761983483
492,2048,250.000000,224.194952,85.432474,1231.285231,1.663303,1007616,1761983485
493,2048,242.889639,223.905470,85.319519,1685.352097,1.215176,1009664,1761983486
494,2048,240.794266,223.749245,85.274136,1184.598638,1.728856,1011712,1761983488
495,2048,230.979666,223.982739,85.261647,1129.099156,1.813835,1013760,1761983490
496,2048,215.764677,224.301114,85.170875,1750.226796,1.170134,1015808,1761983491
497,2048,238.919191,224.409450,85.182509,1177.704579,1.738976,1017856,1761983493
498,2048,230.728325,224.488704,85.184664,1083.543012,1.890096,1019904,1761983494
499,2048,243.669390,224.375985,85.151745,1749.981480,1.170298,1021952,1761983496
500,2048,220.699087,223.706002,84.914133,1224.980522,1.671863,1024000,1761983497
501,2048,250.000000,223.736711,84.935859,1234.862340,1.658484,1026048,1761983499
502,2048,250.000000,224.073578,85.075414,1200.109449,1.706511,1028096,1761983501
503,2048,233.501352,223.822647,85.010205,1780.373337,1.150321,1030144,1761983502
504,2048,238.701333,223.935129,85.022375,1234.535080,1.658924,1032192,1761983503
505,2048,250.000000,224.123212,85.114799,1136.754394,1.801620,1034240,1761983505
506,2048,250.000000,225.083594,85.246488,1804.495137,1.134943,1036288,1761983506
507,2048,250.000000,226.176832,85.044109,1222.494670,1.675263,1038336,1761983508
508,2048,250.000000,227.403705,84.641437,1266.373731,1.617216,1040384,1761983510
509,2048,237.606825,228.072250,84.455155,1688.732997,1.212744,1042432,1761983511
510,2048,250.000000,229.114344,84.575460,1227.208548,1.668828,1044480,1761983513
511,2048,238.125889,229.440743,84.546620,1274.182710,1.607305,1046528,1761983514
512,2048,250.000000,229.550318,84.582168,1239.163668,1.652728,1048576,1761983516
513,2048,250.000000,229.774240,84.642567,1656.715930,1.236181,1050624,1761983517
514,2048,250.000000,229.748986,84.633062,1223.455108,1.673948,1052672,1761983519
515,2048,250.000000,230.047344,84.739505,1241.690382,1.649364,1054720,1761983520
516,2048,250.000000,230.275038,84.842781,1727.070272,1.185823,1056768,1761983522
517,2048,250.000000,230.069933,84.723211,1139.379331,1.797470,1058816,1761983523
518,2048,241.331480,229.887177,84.678999,1165.001329,1.757938,1060864,1761983525
519,2048,238.986200,229.536474,84.567894,1704.681200,1.201398,1062912,1761983526
520,2048,250.000000,229.420321,84.500131,1262.228144,1.622528,1064960,1761983528
521,2048,250.000000,229.151379,84.386081,1235.162067,1.658082,1067008,1761983530
522,2048,246.243672,229.212594,84.396237,1754.730627,1.167131,1069056,1761983531
523,2048,244.591795,229.732757,84.329097,1213.825306,1.687228,1071104,1761983532
524,2048,250.000000,229.908544,84.410080,1226.050210,1.670405,1073152,1761983534
525,2048,250.000000,230.084643,84.498126,1237.535886,1.654902,1075200,1761983536
526,2048,250.000000,230.558420,84.624146,1850.011111,1.107020,1077248,1761983537
527,2048,243.907585,230.363058,84.570535,1244.118395,1.646146,1079296,1761983539
528,2048,107.612223,229.126379,85.447734,1174.168612,1.744213,1081344,1761983540
529,2048,224.768752,228.851802,85.417174,1626.660658,1.259021,1083392,1761983542
530,2048,227.738958,228.663285,85.398617,1265.945410,1.617763,1085440,1761983543
531,2048,250.000000,228.688145,85.412291,1220.748996,1.677659,1087488,1761983545
532,2048,249.039900,228.559706,85.371924,1702.257379,1.203108,1089536,1761983546
533,2048,250.000000,228.654977,85.421620,1245.518252,1.644295,1091584,1761983548
534,2048,244.010219,228.486162,85.374413,1240.510469,1.650933,1093632,1761983549
535,2048,250.000000,228.804047,85.502559,1657.835347,1.235346,1095680,1761983551
536,2048,250.000000,229.232135,85.598304,1200.224145,1.706348,1097728,1761983552
537,2048,250.000000,229.136008,85.556073,1256.166022,1.630358,1099776,1761983554
538,2048,231.022312,229.014725,85.544715,1160.150406,1.765288,1101824,1761983556
539,2048,250.000000,229.568591,85.733236,1783.890617,1.148052,1103872,1761983557
540,2048,250.000000,229.330984,85.642567,1181.580707,1.733271,1105920,1761983559
541,2048,250.000000,229.257041,85.594863,1219.395404,1.679521,1107968,1761983560
542,2048,250.000000,229.500264,85.693552,1745.210811,1.173497,1110016,1761983561
543,2048,250.000000,229.778258,85.800629,1190.249055,1.720648,1112064,1761983563
544,2048,225.170241,229.136214,85.592235,1182.128204,1.732469,1114112,1761983565
545,2048,250.000000,229.542841,85.639000,1694.712082,1.208465,1116160,1761983566
546,2048,250.000000,229.751566,85.731572,1231.289643,1.663297,1118208,1761983568
547,2048,250.000000,230.075396,85.785342,1171.583708,1.748061,1120256,1761983569
548,2048,250.000000,231.088690,85.826321,1658.410831,1.234917,1122304,1761983571
549,2048,250.000000,231.499114,85.982259,1171.766540,1.747788,1124352,1761983572
550,2048,230.220967,230.926313,85.797873,1111.497447,1.842559,1126400,1761983574
551,2048,250.000000,231.569101,85.736927,184.006855,11.130020,1128448,1761983585
552,2048,250.000000,232.030156,85.745342,2047999999999.999756,0.000000,1130496,1761983577
553,2048,198.775394,232.186783,85.670116,1147.923511,1.784091,1132544,1761983579
554,2048,250.000000,232.747257,85.766437,1235.504942,1.657622,1134592,1761983581
555,2048,250.000000,233.246912,85.922962,1527.443531,1.340802,1136640,1761983582
556,2048,250.000000,233.316087,85.942378,1137.094775,1.801081,1138688,1761983584
557,2048,250.000000,234.163538,85.976160,1163.907087,1.759591,1140736,1761983586
558,2048,245.668343,233.863033,85.882856,1599.493259,1.280406,1142784,1761983587
559,2048,250.000000,234.315113,85.873633,1212.640382,1.688877,1144832,1761983589
560,2048,250.000000,234.550879,85.984379,1207.126088,1.696592,1146880,1761983590
561,2048,250.000000,235.051568,86.086655,1669.435721,1.226762,1148928,1761983591
562,2048,235.214884,234.871450,86.067280,1195.293457,1.713387,1150976,1761983593
563,2048,250.000000,234.663022,85.977583,1214.584942,1.686173,1153024,1761983595
564,2048,250.000000,234.678671,85.987077,1692.007164,1.210397,1155072,1761983596
565,2048,250.000000,235.125215,86.145728,1215.376138,1.685075,1157120,1761983598
566,2048,242.763193,234.766713,86.038533,1213.151594,1.688165,1159168,1761983599
567,2048,250.000000,235.248807,86.189253,184.661729,11.090549,1161216,1761983611
568,2048,250.000000,235.471068,86.258382,2047999999999.999756,0.000000,1163264,1761983602
569,2048,250.000000,235.786164,86.360554,1278.207964,1.602243,1165312,1761983604
570,2048,250.000000,235.453072,86.221460,1268.716419,1.614230,1167360,1761983605
571,2048,250.000000,235.764369,86.288204,1603.834630,1.276940,1169408,1761983607
572,2048,250.000000,236.041103,86.415682,1249.906452,1.638523,1171456,1761983608
573,2048,250.000000,237.474008,85.911693,1200.624748,1.705779,1173504,1761983610
574,2048,250.000000,238.474642,85.526754,1853.332451,1.105036,1175552,1761983611
575,2048,247.714242,239.273352,85.235870,1232.256708,1.661991,1177600,1761983613
576,2048,212.904228,244.202178,67.465474,1227.216613,1.668817,1179648,1761983614
577,2048,250.000000,246.303305,64.988088,186.403350,10.986927,1181696,1761983625
578,2048,231.811901,250.000000,38.815887,2047999999999.999756,0.000000,1183744,1761983617
579,2048,250.000000,250.000000,36.863161,1247.757156,1.641345,1185792,1761983619
580,2048,250.000000,250.000000,30.942033,1268.532806,1.614464,1187840,1761983620
581,2048,250.000000,250.000000,30.908353,1865.136084,1.098043,1189888,1761983622
582,2048,250.000000,250.000000,25.527981,1190.494514,1.720294,1191936,1761983623
583,2048,184.731515,250.000000,26.483922,1182.317596,1.732191,1193984,1761983625
584,2048,250.000000,250.000000,26.538444,1682.601473,1.217163,1196032,1761983626
585,2048,237.625199,250.000000,26.603131,1272.057872,1.609990,1198080,1761983628
586,2048,244.350473,250.000000,26.615399,1225.120815,1.671672,1200128,1761983629
587,2048,250.000000,250.000000,26.581886,185.574435,11.036003,1202176,1761983641
588,2048,250.000000,250.000000,26.408297,2047999999999.999756,0.000000,1204224,1761983632
589,2048,250.000000,250.000000,26.364371,1297.961021,1.577859,1206272,1761983634
590,2048,250.000000,250.000000,26.437324,1204.747920,1.699941,1208320,1761983636
591,2048,250.000000,250.000000,26.248340,1722.227041,1.189158,1210368,1761983637
592,2048,250.000000,250.000000,26.292038,1156.013576,1.771605,1212416,1761983639
593,2048,231.177308,250.000000,26.379480,1140.902777,1.795070,1214464,1761983640
594,2048,238.401112,250.000000,26.394922,1519.603314,1.347720,1216512,1761983642
595,2048,250.000000,250.000000,26.352834,1140.010643,1.796474,1218560,1761983643
596,2048,250.000000,250.000000,26.081393,1144.707844,1.789103,1220608,1761983645
597,2048,185.760999,250.000000,26.984339,1570.477036,1.304062,1222656,1761983647
598,2048,196.645954,250.000000,27.525625,1183.855151,1.729941,1224704,1761983648
599,2048,215.036138,250.000000,27.808226,1266.600794,1.616926,1226752,1761983650
600,2048,250.000000,250.000000,27.586132,1663.280621,1.231302,1228800,1761983651
600,2048,265.013764,171.906505,119.706096,,916.229385,2048,1761983651
601,2048,243.435846,250.000000,27.469870,1192.197527,1.717836,1230848,1761983653
602,2048,250.000000,250.000000,27.412942,1251.439690,1.636515,1232896,1761983654
603,2048,250.000000,250.000000,27.454005,185.207516,11.057867,1234944,1761983666
604,2048,250.000000,250.000000,27.401844,2047999999999.999756,0.000000,1236992,1761983657
605,2048,249.910928,250.000000,27.350873,1206.619770,1.697304,1239040,1761983659
606,2048,250.000000,250.000000,27.212240,1246.519383,1.642975,1241088,1761983661
607,2048,250.000000,250.000000,27.288129,1777.563377,1.152139,1243136,1761983662
608,2048,250.000000,250.000000,27.287858,1190.098498,1.720866,1245184,1761983664
609,2048,250.000000,250.000000,27.268663,1228.514539,1.667054,1247232,1761983665
610,2048,250.000000,250.000000,27.161644,1700.561267,1.204308,1249280,1761983666
611,2048,250.000000,250.000000,27.145378,1201.573975,1.704431,1251328,1761983668
612,2048,250.000000,250.000000,27.210317,1204.906432,1.699717,1253376,1761983670
613,2048,250.000000,250.000000,27.210717,1702.478699,1.202952,1255424,1761983671
614,2048,250.000000,250.000000,27.265263,1234.410007,1.659092,1257472,1761983673
615,2048,212.815090,250.000000,27.570899,1215.993966,1.684219,1259520,1761983674
616,2048,227.769139,250.000000,27.626401,183.705246,11.148293,1261568,1761983686
617,2048,250.000000,250.000000,27.650261,2047999999999.999756,0.000000,1263616,1761983677
618,2048,250.000000,250.000000,27.713502,1250.824486,1.637320,1265664,1761983679
619,2048,250.000000,250.000000,27.658201,1241.996485,1.648958,1267712,1761983681
620,2048,242.130916,250.000000,27.651753,1697.868199,1.206218,1269760,1761983682
621,2048,210.432510,250.000000,28.030439,1231.691475,1.662754,1271808,1761983683
622,2048,218.610893,250.000000,28.264568,1323.780659,1.547084,1273856,1761983685
623,2048,250.000000,250.000000,28.240795,2057.054503,0.995598,1275904,1761983686
624,2048,250.000000,250.000000,28.160340,1393.064625,1.470140,1277952,1761983687
625,2048,219.487521,250.000000,28.279879,1341.750855,1.526364,1280000,1761983689
626,2048,250.000000,250.000000,28.278533,1366.747557,1.498448,1282048,1761983690
627,2048,250.000000,250.000000,28.357975,1832.567466,1.117558,1284096,1761983692
628,2048,200.563364,250.000000,24.783999,1395.587051,1.467483,1286144,1761983693
629,2048,242.730625,250.000000,24.616320,1398.366941,1.464566,1288192,1761983695
630,2048,209.984881,250.000000,24.888501,1334.573547,1.534573,1290240,1761983696
631,2048,250.000000,250.000000,24.887213,2025.080684,1.011318,1292288,1761983697
632,2048,250.000000,250.000000,24.912162,1368.344517,1.496699,1294336,1761983699
633,2048,250.000000,250.000000,24.927205,1301.250709,1.573870,1296384,1761983700
634,2048,216.759585,250.000000,25.214468,2002.227079,1.022861,1298432,1761983701
635,2048,250.000000,250.000000,25.229978,1353.341502,1.513291,1300480,1761983703
636,2048,250.000000,250.000000,25.198619,1361.059428,1.504710,1302528,1761983704
637,2048,250.000000,250.000000,25.229851,1232.155073,1.662128,1304576,1761983706
638,2048,250.000000,250.000000,25.183400,2006.083826,1.020895,1306624,1761983707
639,2048,241.364003,250.000000,25.061721,1249.341268,1.639264,1308672,1761983709
640,2048,250.000000,250.000000,25.053417,1319.880579,1.551656,1310720,1761983710
641,2048,250.000000,250.000000,25.064684,2055.314114,0.996441,1312768,1761983711
642,2048,250.000000,250.000000,25.013545,1366.860648,1.498324,1314816,1761983713
643,2048,250.000000,250.000000,24.934437,1299.073022,1.576509,1316864,1761983714
644,2048,250.000000,250.000000,24.757345,1284.709033,1.594135,1318912,1761983716
645,2048,250.000000,250.000000,24.778956,2055.345097,0.996426,1320960,1761983717
646,2048,233.453245,250.000000,24.796668,1330.562509,1.539199,1323008,1761983718
647,2048,250.000000,250.000000,24.962205,1279.840642,1.600199,1325056,1761983720
648,2048,250.000000,250.000000,24.810308,1920.710626,1.066272,1327104,1761983721
649,2048,250.000000,250.000000,24.651604,1305.934139,1.568226,1329152,1761983722
650,2048,202.304362,250.000000,25.097500,1366.325373,1.498911,1331200,1761983724
651,2048,228.614672,250.000000,25.243407,1326.289165,1.544158,1333248,1761983726
652,2048,250.000000,250.000000,25.318631,1874.912194,1.092318,1335296,1761983727
653,2048,212.375991,250.000000,25.047150,1322.902793,1.548111,1337344,1761983728
654,2048,250.000000,250.000000,25.046668,1301.366429,1.573730,1339392,1761983730
655,2048,250.000000,250.000000,24.981264,187.173224,10.941736,1341440,1761983741
656,2048,249.381820,250.000000,24.984335,2047999999999.999756,0.000000,1343488,1761983732
657,2048,250.000000,250.000000,24.869707,1372.908770,1.491723,1345536,1761983734
658,2048,250.000000,250.000000,24.850282,1358.531881,1.507510,1347584,1761983735
659,2048,250.000000,250.000000,24.855054,1908.096698,1.073321,1349632,1761983736
660,2048,205.922283,250.000000,25.141900,1267.310702,1.616020,1351680,1761983738
661,2048,250.000000,250.000000,25.159231,1365.390193,1.499938,1353728,1761983740
662,2048,250.000000,250.000000,25.130152,1338.184889,1.530431,1355776,1761983741
663,2048,202.358026,250.000000,25.663481,1944.458814,1.053249,1357824,1761983742
664,2048,250.000000,250.000000,25.763323,1330.157437,1.539667,1359872,1761983744
665,2048,250.000000,250.000000,25.606135,1303.674872,1.570944,1361920,1761983745
666,2048,250.000000,250.000000,25.738324,1896.737761,1.079749,1363968,1761983746
667,2048,248.525408,250.000000,25.553590,1261.224224,1.623819,1366016,1761983748
668,2048,250.000000,250.000000,25.606872,1343.770698,1.524070,1368064,1761983749
669,2048,250.000000,250.000000,25.766480,1363.930046,1.501543,1370112,1761983751
670,2048,138.738521,250.000000,28.229859,1797.031882,1.139657,1372160,1761983752
671,2048,217.726255,250.000000,28.404773,1324.812507,1.545879,1374208,1761983754
672,2048,250.000000,250.000000,28.268068,1342.884602,1.525075,1376256,1761983755
673,2048,-138.700526,248.676713,48.045931,1936.728818,1.057453,1378304,1761983756
674,2048,32.099873,246.447408,52.650672,1290.044757,1.587542,1380352,1761983758
675,2048,201.618101,245.986447,52.839014,1297.910030,1.577921,1382400,1761983759
676,2048,105.018773,244.907592,54.576295,1307.524012,1.566319,1384448,1761983761
677,2048,214.480389,244.330169,54.589702,1969.364026,1.039930,1386496,1761983762
678,2048,172.114362,243.733194,55.047827,1395.379616,1.467701,1388544,1761983763
679,2048,244.577093,243.604075,55.030551,1395.092484,1.468003,1390592,1761983765
680,2048,207.877956,243.142706,55.134639,2020.770240,1.013475,1392640,1761983766
681,2048,243.307714,242.837957,55.048595,1334.669970,1.534462,1394688,1761983768
682,2048,250.000000,242.889538,55.067269,1245.833112,1.643880,1396736,1761983769
683,2048,250.000000,243.744127,54.820649,1371.976393,1.492737,1398784,1761983771
684,2048,250.000000,243.792741,54.850337,2014.518856,1.016620,1400832,1761983772
685,2048,250.000000,244.200599,54.954499,1308.837508,1.564747,1402880,1761983773
686,2048,250.000000,244.349952,54.974994,1309.862162,1.563523,1404928,1761983775
687,2048,250.000000,244.576239,55.057499,187.154334,10.942840,1406976,1761983786
688,2048,207.745418,244.084023,55.164442,2047999999999.999756,0.000000,1409024,1761983777
689,2048,250.000000,244.295287,55.241512,1426.823826,1.435356,1411072,1761983779
690,2048,250.000000,244.028494,55.130928,1342.112901,1.525952,1413120,1761983780
691,2048,250.000000,244.099979,55.148384,1865.532641,1.097810,1415168,1761983781
692,2048,250.000000,244.013267,55.109726,1344.996519,1.522681,1417216,1761983783
693,2048,242.454943,244.126043,55.094880,1252.146389,1.635592,1419264,1761983785
694,2048,250.000000,244.286334,55.101308,186.242696,10.996404,1421312,1761983796
695,2048,244.575433,243.952150,54.997103,2047999999999.999756,0.000000,1423360,1761983787
696,2048,230.333348,243.506066,54.924799,1279.853799,1.600183,1425408,1761983789
