timestamp,agent,num_episodes,mean_reward,median_reward,std_reward,var_reward,min_reward,max_reward
2025-11-01T08:14:22.561215,ppo,2900,220.91786193847656,257.92230224609375,95.79952239990234,9177.548828125,-356.1116943359375,301.3518371582031
