1,110,-250.000000,-250.000000,0.000000,11201.647082,0.009820,110,1762058391
2,102,-250.000000,-250.000000,32.327733,44291.315401,0.004786,322,1762058391
3,105,-193.177818,-250.000000,69.333868,53571.633345,0.005917,639,1762058391
4,106,-172.211092,-250.000000,77.085200,78604.873156,0.005381,1062,1762058391
5,87,-250.000000,-250.000000,79.374201,53651.744169,0.009506,1572,1762058391
6,118,-119.601969,-249.601416,92.898821,94035.304416,0.006678,2200,1762058391
7,98,-162.923751,-237.218892,91.199057,145759.643100,0.004981,2926,1762058391
8,73,-154.255489,-226.848467,89.612664,241062.357646,0.003314,3725,1762058391
9,68,-152.098588,-218.542925,87.692735,207087.788610,0.004187,4592,1762058391
10,123,-66.744511,-203.363083,94.841249,137019.005445,0.007225,5582,1762058391
11,64,-141.154203,-197.707731,92.179053,231758.658768,0.004548,6636,1762058391
12,62,-89.335364,-188.676700,93.198986,251239.507488,0.004442,7752,1762058391
13,81,-151.195907,-185.793562,90.097964,282213.709275,0.004241,8949,1762058391
14,101,-250.000000,-205.157099,111.409679,225274.406919,0.005762,10247,1762058391
15,105,-250.000000,-209.088042,108.632291,261433.582656,0.005367,11650,1762058391
16,76,-250.000000,-216.571285,109.102693,349682.954679,0.004230,13129,1762058391
17,111,-250.000000,-223.107266,109.026155,302803.458046,0.005251,14719,1762058391
18,95,-151.352320,-219.120880,107.221648,327088.547230,0.005152,16404,1762058391
19,71,-250.000000,-223.800067,106.233281,348813.536538,0.005034,18160,1762058391
20,89,-122.745201,-218.747324,105.859853,419316.764021,0.004400,20005,1762058391
21,67,-83.488635,-212.306434,107.249131,391883.759187,0.004879,21917,1762058391
22,66,-111.645393,-207.730932,106.860565,488911.150451,0.004046,23895,1762058391
23,72,-91.405388,-202.673300,107.170175,488152.787555,0.004200,25945,1762058391
24,95,-250.000000,-207.790417,107.745713,356124.849780,0.006023,28090,1762058391
25,83,-250.000000,-214.167303,110.094166,398435.631960,0.005592,30318,1762058391
26,114,-194.580535,-213.413966,108.021903,388770.331579,0.006024,32660,1762058391
27,77,-250.000000,-215.789617,106.692516,547250.343905,0.004420,35079,1762058391
28,110,-133.071390,-212.835394,105.888561,370279.429469,0.006830,37608,1762058391
29,102,-250.000000,-219.246555,109.437822,29334.071852,0.089691,40239,1762058391
30,67,-100.638178,-215.292942,109.684621,655785.361150,0.004114,42937,1762058391
31,77,-226.640394,-215.658989,107.919638,774294.411921,0.003584,45712,1762058391
32,103,-165.590637,-214.094353,106.576644,537645.061108,0.005353,48590,1762058391
33,80,-250.000000,-218.117703,107.388904,736917.987170,0.004014,51548,1762058391
34,61,-70.170968,-213.766328,108.710746,890478.465260,0.003390,54567,1762058391
35,93,-134.157888,-211.491801,107.964191,631234.841281,0.004930,57679,1762058391
36,70,-120.499103,-208.964226,107.499226,845128.883485,0.003765,60861,1762058391
37,74,-177.421898,-208.111731,106.159879,849030.390053,0.003835,64117,1762058391
38,105,-250.000000,-211.783477,107.108200,678199.545078,0.004956,67478,1762058391
39,104,-250.000000,-215.670927,108.407909,688878.198796,0.005030,70943,1762058391
40,124,-159.281560,-214.261193,107.405654,625815.126632,0.005735,74532,1762058391
41,105,-105.719474,-211.613834,107.400883,751139.718621,0.004918,78226,1762058391
42,77,-172.467611,-210.681781,106.282292,843648.409644,0.004470,81997,1762058391
43,65,-85.525776,-207.771176,106.719435,1114761.320862,0.003441,85833,1762058391
44,83,-159.627771,-206.677008,105.743443,808652.402027,0.004846,89752,1762058391
45,115,-185.575093,-206.208077,104.608172,638026.408839,0.006323,93786,1762058391
46,59,-100.581136,-203.911839,104.605224,1231777.733515,0.003323,97879,1762058391
47,78,-250.000000,-208.921712,108.921923,886827.291732,0.004703,102050,1762058391
48,86,-190.909975,-208.546468,107.812045,881431.215284,0.004830,106307,1762058391
49,96,-250.000000,-212.758764,110.625084,894727.301382,0.004865,110660,1762058391
50,75,-178.342198,-212.070433,109.619192,1105169.777566,0.004007,115088,1762058391
51,80,-91.673038,-209.709700,109.815324,200793.518170,0.022451,119596,1762058391
52,81,-126.480453,-208.109137,109.353306,1211306.548521,0.003788,124185,1762058391
53,110,-250.000000,-213.330626,114.674518,936162.755712,0.005019,128884,1762058391
54,57,-83.909193,-210.933933,114.939816,1227727.094042,0.003874,133640,1762058391
55,62,-214.408784,-210.997112,113.891062,1400426.657796,0.003440,138458,1762058391
56,78,-250.000000,-212.581927,113.479892,1145240.777648,0.004275,143354,1762058391
57,76,-141.313530,-211.331604,112.868538,1040155.593197,0.004780,148326,1762058391
58,129,-250.000000,-213.869988,113.520646,764166.894207,0.006675,153427,1762058391
59,80,-127.699259,-212.409468,113.102765,1253139.324376,0.004134,158608,1762058391
60,94,-150.704098,-211.381045,112.434128,1090006.581929,0.004839,163883,1762058391
61,86,-97.020254,-209.506278,112.450352,1204374.062346,0.004451,169244,1762058391
62,106,-250.000000,-216.697631,124.883059,1017991.563507,0.005370,174711,1762058391
63,107,-72.680755,-214.411649,125.188740,984049.604175,0.005664,180285,1762058391
64,74,-76.541083,-212.257422,125.378252,1208582.673945,0.004673,185933,1762058391
65,114,-250.000000,-214.877481,126.163409,1092468.115360,0.005274,191695,1762058391
66,156,-250.000000,-220.804943,134.014173,728662.588346,0.008122,197613,1762058391
67,72,-250.000000,-222.737239,133.933456,1362466.429501,0.004396,203603,1762058391
68,79,-95.139259,-220.860799,133.829306,1318992.226333,0.004601,209672,1762058391
69,67,-113.712372,-219.307923,133.471684,1540262.693399,0.003984,215808,1762058391
70,104,-177.638419,-218.712644,132.607110,1216418.337981,0.005130,222048,1762058391
71,77,-88.409468,-216.877388,132.562234,1528170.398431,0.004134,228365,1762058391
72,93,-250.000000,-221.680754,137.720059,1245159.718414,0.005148,234775,1762058391
73,86,21.198913,-218.353635,139.656776,1046562.141200,0.006207,241271,1762058391
74,110,-86.347437,-216.569767,139.544784,1041481.439783,0.006343,247877,1762058391
75,79,-37.242895,-214.178742,140.129113,1479704.588105,0.004518,254562,1762058391
76,76,-225.789113,-214.331510,139.210445,1455509.384797,0.004645,261323,1762058391
77,100,-250.000000,-216.382365,139.454371,1118426.729265,0.006135,268184,1762058391
78,126,-250.000000,-217.892329,139.189633,1019325.288626,0.006855,275171,1762058391
79,83,-114.205096,-216.579832,138.790788,1523360.180828,0.004641,282241,1762058391
80,68,-250.000000,-218.814969,139.344064,1827551.089733,0.003906,289379,1762058391
81,71,-102.156303,-217.374739,139.079100,1617629.870319,0.004457,296588,1762058391
82,92,-250.000000,-218.756759,138.786938,1530671.473758,0.004770,303889,1762058391
83,64,-94.447893,-217.259062,138.613412,2010481.546372,0.003663,311254,1762058391
84,89,-114.176083,-216.031884,138.238703,1504322.860800,0.004955,318708,1762058391
85,84,-250.000000,-217.860029,138.440795,1613671.390395,0.004671,326246,1762058391
86,102,-108.479668,-216.588164,138.132163,1193996.667412,0.006399,333886,1762058391
87,81,-138.382177,-215.689245,137.588776,1703088.150618,0.004534,341607,1762058391
88,91,10.734968,-213.116242,138.893915,1311370.481390,0.005957,349419,1762058391
89,68,-121.313214,-212.084747,138.449960,2119340.527092,0.003718,357299,1762058391
90,120,-171.333646,-211.631957,137.744894,1247191.198335,0.006414,365299,1762058391
91,97,-119.762149,-210.622399,137.320366,1400465.133526,0.005782,373396,1762058391
92,59,-166.345070,-210.141124,136.649167,1892181.172852,0.004310,381552,1762058391
93,97,-250.000000,-212.230808,137.382509,1406851.896444,0.005866,389805,1762058391
94,109,-190.052763,-211.994872,136.668738,1472717.616964,0.005678,398167,1762058391
95,96,-250.000000,-212.900234,136.230613,1621511.254776,0.005216,406625,1762058391
96,67,-103.087560,-211.756352,135.977070,1867762.306728,0.004564,415150,1762058391
97,63,-250.000000,-212.913880,135.748941,2299730.750942,0.003734,423738,1762058391
98,67,-162.305159,-212.397464,135.150305,2030864.398322,0.004262,432393,1762058391
99,73,-120.481059,-211.469016,134.779752,1885837.899856,0.004628,441121,1762058391
100,73,-216.752977,-211.521855,134.105190,1810755.886589,0.004860,449922,1762058391
101,83,-250.000000,-210.458144,133.330910,310257.173013,0.028634,458806,1762058391
102,79,-250.000000,-211.586901,134.529948,1721552.720245,0.005206,467769,1762058391
103,92,-250.000000,-213.302232,135.375202,1537752.964613,0.005888,476824,1762058391
104,67,-171.829671,-213.298418,135.376365,1959059.963543,0.004656,485946,1762058391
105,57,-95.335859,-210.709237,135.131504,2213760.934736,0.004146,495125,1762058391
106,78,-241.665925,-211.929876,134.854036,2086558.046432,0.004436,504382,1762058391
107,87,-130.426837,-211.604907,135.010803,1836101.034247,0.005089,513726,1762058391
108,55,-144.669576,-211.509048,135.054884,2298004.272574,0.004090,523125,1762058391
109,73,-250.000000,-213.245824,135.396008,2096709.282668,0.004518,532597,1762058391
110,98,-148.605952,-214.064438,134.753722,1523782.904867,0.006280,542167,1762058391
111,71,-77.512181,-213.428018,135.245949,2129511.025541,0.004527,551808,1762058391
112,76,-233.916104,-214.873826,134.683273,1793603.484047,0.005418,561525,1762058392
113,83,-250.000000,-217.052220,135.395523,1568682.181430,0.006247,571325,1762058392
114,90,-250.000000,-218.733691,139.349890,1699580.717007,0.005819,581215,1762058392
115,68,-170.420484,-217.796683,139.356576,2106459.513415,0.004727,591173,1762058392
116,100,-244.766774,-216.956151,138.937255,1440051.532070,0.006984,601231,1762058392
117,61,-139.187268,-215.071194,138.700698,2342411.952978,0.004320,611350,1762058392
118,60,-108.440042,-214.642072,138.963306,2241145.428661,0.004542,621529,1762058392
119,61,-109.342732,-212.655245,139.034269,2267311.036267,0.004516,631769,1762058392
120,115,-238.136530,-213.809158,138.761851,1397696.399562,0.007409,642124,1762058392
121,88,-250.000000,-218.312185,141.734349,1895167.734164,0.005510,652567,1762058392
122,73,-250.000000,-220.471804,141.737920,2068337.672403,0.005084,663083,1762058392
123,74,-82.344277,-220.381193,141.823272,2259866.668023,0.004686,673673,1762058392
124,106,-250.000000,-221.127603,142.568916,1634267.443226,0.006545,684369,1762058392
125,98,-170.013379,-219.155611,141.896883,1747397.328187,0.006177,695163,1762058392
126,58,-148.557360,-218.695379,142.050397,2538996.318849,0.004274,706015,1762058392
127,61,-184.843594,-217.768250,141.965732,2737258.674321,0.003987,716928,1762058392
128,63,-61.921345,-217.056749,142.565458,2620037.601958,0.004189,727904,1762058392
129,104,-85.041382,-213.919572,141.983066,1567012.453046,0.007071,738984,1762058392
130,99,-120.638138,-214.119572,141.837367,1730125.250581,0.006461,750163,1762058392
131,87,-175.940554,-213.612574,141.882311,1977279.641142,0.005698,761429,1762058392
132,90,-94.417335,-212.900841,142.299324,2214445.870287,0.005128,772785,1762058392
133,98,-224.725609,-211.679448,141.667006,1790257.425601,0.006398,784239,1762058392
