episode,ep_len,ep_reward,ep_mean,ep_std,fps,time_elapsed,total_timesteps,timestamp
324,58,-250.000000,-250.000000,152.221366,1736.313189,0.033404,30406,1761979678
325,75,-250.000000,-250.000000,153.129308,1747.723762,0.042913,30481,1761979678
326,83,-250.000000,-250.000000,152.211191,1405.495708,0.059054,30564,1761979678
327,84,-250.000000,-250.000000,151.632186,1792.984916,0.046849,30648,1761979678
328,76,-250.000000,-250.000000,146.978538,1784.660325,0.042585,30724,1761979679
329,84,-250.000000,-250.000000,146.870605,1658.967369,0.050634,30808,1761979679
330,54,-218.705347,-250.000000,148.405957,1428.983249,0.037789,30862,1761979679
331,72,-250.000000,-250.000000,147.106731,1631.804436,0.044123,30934,1761979679
332,66,-250.000000,-250.000000,146.112562,1574.187749,0.041926,31000,1761979679
333,56,-250.000000,-250.000000,146.695791,1760.806513,0.031804,31056,1761979679
334,55,-250.000000,-250.000000,148.011374,1686.146200,0.032619,31111,1761979679
335,93,-250.000000,-250.000000,147.725903,1760.038407,0.052840,31204,1761979679
336,79,-250.000000,-250.000000,147.668036,1862.552858,0.042415,31283,1761979679
337,76,-250.000000,-250.000000,147.128858,1776.395707,0.042783,31359,1761979679
338,68,-250.000000,-250.000000,147.396633,1739.038035,0.039102,31427,1761979679
339,80,-250.000000,-250.000000,147.121746,1840.474785,0.043467,31507,1761979679
340,57,-250.000000,-250.000000,145.248521,1764.276380,0.032308,31564,1761979679
341,85,-250.000000,-250.000000,149.233932,1867.680041,0.045511,31649,1761979679
342,64,-250.000000,-250.000000,149.460448,1762.752367,0.036307,31713,1761979679
343,68,-250.000000,-250.000000,149.629122,1588.114571,0.042818,31781,1761979679
