timestamp,agent,num_episodes,mean_reward,median_reward,std_reward,var_reward,min_reward,max_reward
2025-11-01T06:48:49.177668,a2c,2900,-555.6112670898438,-521.76025390625,249.24220275878906,62121.67578125,-3387.7744140625,37.74350357055664
