timestamp,agent,num_episodes,mean_reward,median_reward,std_reward,var_reward,min_reward,max_reward
2025-11-02T05:11:37.045897,dqn_fast_learning,1450,136.97903442382812,234.665283203125,168.74185180664062,28473.810546875,-602.311279296875,327.3953857421875
