timestamp,agent,num_episodes,mean_reward,median_reward,std_reward,var_reward,min_reward,max_reward
2025-11-02T04:51:13.337690,dqn_stability_first,1450,59.28230667114258,120.032958984375,205.45147705078125,42210.3125,-657.6232299804688,316.7182922363281
